ID,City,District,Neighborhood,Condition,Type,Rooms,Area_m2,Lift,Views,Floor_number,Price,Latitude,Longitude
452,Barcelona,Les Corts,Les Corts,Good Condition,Penthouse,3,97,Yes,Exterior,Floor 6,398000,41.384,2.134
453,Barcelona,Gràcia,El Camp D'En Grassot I Gràcia Nova,Good Condition,Penthouse,3,125,Yes,Exterior,Floor 4,625000,41.4063,2.165
454,Barcelona,Sant Martí,Provençals Del Poblenou,Good Condition,Flat,3,73,Yes,Exterior,Floor 1,218000,41.4078,2.204
455,Barcelona,Sant Martí,El Clot,Good Condition,Flat,3,58,Yes,Exterior,Floor 3,245000,41.40995,2.19082
456,Barcelona,Sant Andreu,La Sagrera,Good Condition,Flat,2,65,Yes,Exterior,Ground Floor,155000,41.4201,2.1851
457,Barcelona,Ciutat Vella,El Barri Gòtic,Good Condition,Flat,3,95,Yes,Exterior,Floor 4,375000,41.38339,2.17691
458,Barcelona,Sant Andreu,Sant Andreu,Good Condition,Flat,2,73,Yes,Exterior,Floor 1,270000,41.4354,2.1898
459,Barcelona,Sant Martí,El Besòs I El Maresme,Good Condition,Flat,3,90,Yes,Exterior,Floor 7,359000,41.4131,2.2174
460,Barcelona,Sant Martí,El Parc I La Llacuna Del Poblenou,Good Condition,Flat,2,71,Yes,Exterior,Mezzanine,292000,41.3986,2.1903
461,Barcelona,Sant Martí,El Parc I La Llacuna Del Poblenou,Good Condition,Flat,1,51,Yes,Exterior,Floor 1,269000,41.3986,2.1903
462,Barcelona,Sant Martí,El Parc I La Llacuna Del Poblenou,Good Condition,Flat,1,51,Yes,Exterior,Floor 2,295000,41.3986,2.1903
463,Barcelona,Sant Martí,El Parc I La Llacuna Del Poblenou,Good Condition,Flat,1,64,Yes,Exterior,Floor 1,400000,41.3986,2.1903
464,Barcelona,Eixample,Sant Antoni,Good Condition,Flat,3,135,Yes,Exterior,Floor 1,745000,41.3788,2.1629
465,Barcelona,Sant Martí,El Poblenou,Good Condition,Flat,4,139,Yes,Exterior,Floor 4,990000,41.4036,2.1996
466,Barcelona,Eixample,El Fort Pienc,Good Condition,Penthouse,5,175,Yes,Exterior,Floor 8,699000,41.3985,2.1802
467,Barcelona,Sant Martí,El Clot,Good Condition,Flat,3,78,Yes,Exterior,Floor 5,238000,41.40995,2.19082
468,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,House,4,178,No,Exterior,Multiple,995000,41.4072,2.145
469,Barcelona,Sant Andreu,Sant Andreu,Good Condition,House,3,75,No,Exterior,Multiple,298000,41.4354,2.1898
470,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,Good Condition,Flat,3,67,Yes,Interior,Floor 1,230000,41.412,2.1825
471,Barcelona,Sant Martí,El Besòs I El Maresme,Good Condition,Flat,4,91,Yes,Exterior,Floor 5,249000,41.4131,2.2174
472,Barcelona,Sarrià-Sant Gervasi,Sarrià,Good Condition,Flat,4,143,Yes,Exterior,Floor 1,700000,41.3986,2.1253
473,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,4,100,Yes,Exterior,Floor 2,350000,41.3835,2.1487
474,Barcelona,Sarrià-Sant Gervasi,Sarrià,Good Condition,Flat,2,60,Yes,Exterior,Floor 2,350000,41.3986,2.1253
475,Barcelona,Les Corts,Pedralbes,Good Condition,Flat,2,70,Yes,Exterior,Floor 6,440000,41.3903,2.1078
476,Barcelona,Gràcia,La Vila De Gràcia,Good Condition,Flat,3,190,Yes,Exterior,Floor 3,1080000,41.4032,2.1569
477,Barcelona,Sants-Montjuïc,Sants - Badal,Good Condition,Flat,2,62,No,Exterior,Ground Floor,244000,41.3718,2.1227
478,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Good Condition,Flat,5,350,Yes,Exterior,Floor 1,1595000,41.3978,2.1353
479,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,4,113,Yes,Exterior,Floor 4,535000,41.386,2.157
480,Barcelona,Ciutat Vella,El Raval,Good Condition,Flat,1,38,No,Exterior,Floor 4,139000,41.3809,2.169
481,Barcelona,Sant Martí,La Verneda I La Pau,Good Condition,Flat,3,76,Yes,Exterior,Floor 2,135000,41.424,2.203
482,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Penthouse,4,325,Yes,Exterior,Floor 8,1886000,41.3913,2.1397
483,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Penthouse,5,665,Yes,Exterior,Floor 6,6250000,41.3913,2.1397
484,Barcelona,Sarrià-Sant Gervasi,Sarrià,Good Condition,Flat,5,331,Yes,Exterior,Floor 1,1290000,41.3986,2.1253
485,Barcelona,Ciutat Vella,El Barri Gòtic,Good Condition,Flat,2,86,Yes,Exterior,Floor 3,470000,41.38339,2.17691
486,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,3,85,Yes,Exterior,Floor 3,485000,41.386,2.157
487,Barcelona,Les Corts,Pedralbes,Good Condition,Penthouse,5,371,Yes,Exterior,Floor 7,2000000,41.3903,2.1078
488,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,3,72,Yes,Exterior,Floor 1,415000,41.3845,2.1815
489,Barcelona,Ciutat Vella,El Raval,Good Condition,Flat,3,85,Yes,Exterior,Floor 3,485000,41.3809,2.169
490,Barcelona,Sarrià-Sant Gervasi,Sarrià,Good Condition,Detached,8,520,No,Exterior,Multiple,3900000,41.3986,2.1253
491,Barcelona,Eixample,La Sagrada Família,Good Condition,Flat,4,95,Yes,Exterior,Floor 2,485000,41.4037,2.1735
492,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,4,140,Yes,Exterior,Floor 1,795000,41.3948,2.1693
493,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,3,318,Yes,Exterior,Floor 4,2500000,41.3845,2.1815
494,Barcelona,Gràcia,La Vila De Gràcia,Good Condition,Flat,3,69,Yes,Exterior,Floor 2,240000,41.4032,2.1569
495,Barcelona,Ciutat Vella,El Raval,Good Condition,Flat,2,56,No,Interior,Floor 3,200000,41.3809,2.169
496,Barcelona,Sant Andreu,La Sagrera,Good Condition,Flat,3,65,No,Exterior,Floor 2,195000,41.4201,2.1851
497,Barcelona,Sants-Montjuïc,La Marina De Port,Good Condition,Flat,4,110,Yes,Exterior,Floor 1,279000,41.36,2.1399
498,Barcelona,Sants-Montjuïc,Sants - Badal,Good Condition,Flat,2,70,Yes,Exterior,Floor 1,239000,41.3718,2.1227
499,Barcelona,Horta-Guinardó,La Font D'En Fargues,Good Condition,Flat,4,275,Yes,Exterior,Floor 1,450000,41.4244,2.1655
500,Barcelona,Sarrià-Sant Gervasi,Sarrià,Good Condition,Flat,4,196,Yes,Exterior,Floor 4,1150000,41.3986,2.1253
501,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,4,94,Yes,Exterior,Floor 4,389000,41.3835,2.1487
502,Barcelona,Les Corts,La Maternitat I Sant Ramon,Good Condition,Flat,3,64,Yes,Exterior,Floor 2,260000,41.3782,2.1211
503,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,Duplex,3,105,Yes,Exterior,Ground Floor,580000,41.4072,2.145
504,Barcelona,Gràcia,El Camp D'En Grassot I Gràcia Nova,Good Condition,Flat,2,56,No,Exterior,Floor 5,312000,41.4063,2.165
505,Barcelona,Les Corts,Pedralbes,Good Condition,Flat,5,309,Yes,Exterior,Floor 4,2000000,41.3903,2.1078
506,Barcelona,Les Corts,Les Corts,Good Condition,Penthouse,2,72,Yes,Interior,Floor 6,290000,41.384,2.134
507,Barcelona,Nou Barris,La Prosperitat,Good Condition,Flat,3,77,No,Exterior,Floor 3,139900,41.4425,2.1819
508,Barcelona,Horta-Guinardó,El Baix Guinardó,Good Condition,Penthouse,1,50,No,Exterior,Floor 3,230000,41.41144,2.16865
509,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Good Condition,Flat,3,149,Yes,Exterior,Floor 1,1400000,41.3978,2.1353
510,Barcelona,Nou Barris,Porta,Good Condition,Flat,3,65,Yes,Interior,Floor 4,185000,41.4341,2.1716
511,Barcelona,Les Corts,La Maternitat I Sant Ramon,Good Condition,Flat,3,85,Yes,Interior,Floor 1,265000,41.3782,2.1211
512,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,4,190,Yes,Exterior,Floor 5,895000,41.3835,2.1487
513,Barcelona,Ciutat Vella,La Barceloneta,Good Condition,Flat,2,39,Yes,Exterior,Ground Floor,159900,41.3809,2.1894
514,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,3,86,Yes,Exterior,Floor 1,365000,41.3913,2.1397
515,Barcelona,Eixample,El Fort Pienc,Good Condition,Flat,4,60,Yes,Interior,Floor 1,210000,41.3985,2.1802
516,Barcelona,Ciutat Vella,El Barri Gòtic,Good Condition,Flat,2,70,Yes,Exterior,Floor 2,375000,41.38339,2.17691
517,Barcelona,Ciutat Vella,El Raval,Good Condition,Flat,1,52,Yes,Exterior,Floor 2,200000,41.3809,2.169
518,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Penthouse,3,183,Yes,Exterior,Floor 6,1790000,41.3913,2.1397
519,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,5,270,Yes,Exterior,Floor 3,1395000,41.3913,2.1397
520,Barcelona,Sarrià-Sant Gervasi,Vallvidrera - El Tibidabo I Les Planes,Good Condition,Flat,4,128,Yes,Exterior,Floor 3,649000,41.4197,2.0891
521,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Good Condition,Penthouse,3,95,Yes,Exterior,Floor 3,365000,41.3747,2.1603
522,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,3,113,Yes,Exterior,Floor 5,750000,41.3913,2.1397
523,Barcelona,Nou Barris,Verdun,Good Condition,Flat,3,60,Yes,Interior,Floor 2,149500,41.438,2.17
524,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,4,107,Yes,Exterior,Floor 4,435000,41.3948,2.1693
525,Barcelona,Ciutat Vella,El Barri Gòtic,Good Condition,Flat,2,92,No,Exterior,Floor 1,380000,41.38339,2.17691
526,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,2,103,Yes,Exterior,Floor 1,399000,41.3948,2.1693
527,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,1,50,Yes,Exterior,Mezzanine,290000,41.3845,2.1815
528,Barcelona,Eixample,Sant Antoni,Good Condition,Flat,3,72,Yes,Exterior,Floor 5,360000,41.3788,2.1629
529,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,3,73,No,Exterior,Floor 1,245000,41.3845,2.1815
530,Barcelona,Sant Martí,Sant Martí De Provençals,Good Condition,Flat,2,75,Yes,Exterior,Floor 8,235000,41.4202,2.1963
531,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,3,146,Yes,Exterior,Mezzanine,1430000,41.3948,2.1693
532,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,Good Condition,Terraced,4,170,No,Exterior,Multiple,453000,41.412,2.1825
533,Barcelona,Sant Martí,El Poblenou,Good Condition,Flat,3,129,Yes,Exterior,Ground Floor,470000,41.4036,2.1996
534,Barcelona,Sant Martí,El Poblenou,Good Condition,Flat,4,90,Yes,Exterior,Floor 6,380000,41.4036,2.1996
535,Barcelona,Sant Martí,El Clot,Good Condition,Flat,2,50,Yes,Exterior,Floor 3,209000,41.40995,2.19082
536,Barcelona,Eixample,Sant Antoni,Good Condition,Duplex,2,230,Yes,Exterior,Floor 5,1295000,41.3788,2.1629
537,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,5,209,Yes,Exterior,Floor 3,859000,41.3948,2.1693
538,Barcelona,Sants-Montjuïc,La Marina De Port,Good Condition,Flat,3,59,Yes,Exterior,Ground Floor,178000,41.36,2.1399
539,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Penthouse,5,188,Yes,Exterior,Floor 4,880000,41.3913,2.1397
540,Barcelona,Gràcia,El Camp D'En Grassot I Gràcia Nova,Good Condition,Flat,4,90,Yes,Exterior,Floor 1,349000,41.4063,2.165
541,Barcelona,Les Corts,Pedralbes,Good Condition,Penthouse,5,300,Yes,Exterior,Floor 10,1950000,41.3903,2.1078
542,Barcelona,Ciutat Vella,El Barri Gòtic,Good Condition,Flat,5,161,Yes,Exterior,Floor 1,690000,41.38339,2.17691
543,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Good Condition,Flat,6,304,Yes,Exterior,Floor 5,1670000,41.3978,2.1353
544,Barcelona,Nou Barris,Can Peguera,Good Condition,Flat,4,70,Yes,Exterior,Floor 8,270000,41.43486,2.16578
545,Barcelona,Sant Martí,La Verneda I La Pau,Good Condition,Flat,4,100,Yes,Exterior,Floor 6,270000,41.424,2.203
546,Barcelona,Les Corts,Pedralbes,Good Condition,Flat,5,269,Yes,Exterior,Floor 2,1550000,41.3903,2.1078
547,Barcelona,Ciutat Vella,El Raval,Good Condition,Flat,3,49,No,Exterior,Floor 4,147000,41.3809,2.169
548,Barcelona,Sarrià-Sant Gervasi,Sarrià,Good Condition,Penthouse,4,230,Yes,Exterior,Floor 6,2050000,41.3986,2.1253
549,Barcelona,Les Corts,Pedralbes,Good Condition,Semi-Detached,4,185,No,Exterior,Multiple,860000,41.3903,2.1078
550,Barcelona,Eixample,La Sagrada Família,Good Condition,Flat,3,153,No,Exterior,Ground Floor,790000,41.4037,2.1735
551,Barcelona,Les Corts,Les Corts,Good Condition,Flat,3,85,Yes,Exterior,Floor 2,349000,41.384,2.134
552,Barcelona,Sant Andreu,El Bon Pastor,Good Condition,Flat,3,64,No,Exterior,Floor 1,134900,41.43598,2.20513
553,Barcelona,Sant Andreu,Sant Andreu,Good Condition,Flat,3,95,Yes,Exterior,Floor 5,298000,41.4354,2.1898
554,Barcelona,Sants-Montjuïc,Sants - Badal,Good Condition,Flat,3,60,Yes,Exterior,Floor 5,175000,41.3718,2.1227
555,Barcelona,Sant Martí,Sant Martí De Provençals,Good Condition,Flat,4,100,Yes,Exterior,Floor 6,270000,41.4202,2.1963
556,Barcelona,Sants-Montjuïc,La Font De La Guatlla,Good Condition,Flat,4,110,Yes,Exterior,Floor 4,360000,41.3685,2.1402
557,Barcelona,Sarrià-Sant Gervasi,Les Tres Torres,Good Condition,Duplex,6,412,Yes,Exterior,Floor 4,1850000,41.394,2.13
558,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,3,179,Yes,Exterior,Floor 6,1650000,41.3948,2.1693
559,Barcelona,Eixample,La Sagrada Família,Good Condition,Flat,2,76,No,Exterior,Floor 4,189000,41.4037,2.1735
560,Barcelona,Eixample,La Sagrada Família,Good Condition,Penthouse,3,100,No,Exterior,Floor 2,320000,41.4037,2.1735
561,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,2,85,Yes,Exterior,Floor 7,345000,41.386,2.157
562,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,4,177,Yes,Exterior,Floor 4,895000,41.3913,2.1397
563,Barcelona,Nou Barris,Verdun,Good Condition,Flat,2,55,Yes,Exterior,Floor 3,133900,41.438,2.17
564,Barcelona,Sant Martí,El Clot,Good Condition,Flat,5,120,Yes,Exterior,Floor 1,375000,41.40995,2.19082
565,Barcelona,Sants-Montjuïc,Sants - Badal,Good Condition,Flat,1,41,No,Exterior,Ground Floor,199000,41.3718,2.1227
566,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,4,90,Yes,Exterior,Floor 1,550000,41.386,2.157
567,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Good Condition,Detached,13,491,No,Exterior,Multiple,3500000,41.3978,2.1353
568,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,3,100,Yes,Exterior,Floor 3,650000,41.3913,2.1397
569,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,3,131,Yes,Exterior,Floor 6,619000,41.3948,2.1693
570,Barcelona,Horta-Guinardó,Horta,Good Condition,Flat,3,65,No,Exterior,Floor 2,170000,41.4297,2.1603
571,Barcelona,Sants-Montjuïc,Sants,Good Condition,Flat,3,68,Yes,Exterior,Floor 3,249000,41.3833,2.15
572,Barcelona,Ciutat Vella,El Barri Gòtic,Good Condition,Penthouse,2,65,Yes,Exterior,Floor 5,330000,41.38339,2.17691
573,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,Flat,2,87,Yes,Exterior,Floor 1,600000,41.4072,2.145
574,Barcelona,Sant Martí,El Poblenou,Good Condition,Flat,1,56,No,Exterior,Floor 1,220000,41.4036,2.1996
575,Barcelona,Sant Martí,El Poblenou,Good Condition,Duplex,2,104,Yes,Exterior,Floor 4,470000,41.4036,2.1996
576,Barcelona,Sant Martí,La Verneda I La Pau,Good Condition,Flat,3,91,Yes,Exterior,Floor 5,189000,41.424,2.203
577,Barcelona,Sarrià-Sant Gervasi,Sarrià,Good Condition,Flat,5,160,Yes,Exterior,Floor 2,770000,41.3986,2.1253
578,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,Good Condition,Flat,1,55,Yes,Exterior,Floor 3,235000,41.412,2.1825
579,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,5,162,No,Exterior,Floor 2,495000,41.3845,2.1815
580,Barcelona,Les Corts,Pedralbes,Good Condition,Flat,5,212,Yes,Exterior,Floor 4,1595000,41.3903,2.1078
581,Barcelona,Sant Andreu,La Sagrera,Good Condition,Flat,3,57,Yes,Exterior,Floor 5,165000,41.4201,2.1851
582,Barcelona,Ciutat Vella,El Barri Gòtic,Good Condition,Flat,3,114,No,Exterior,Floor 3,335000,41.38339,2.17691
583,Barcelona,Sarrià-Sant Gervasi,Sarrià,Good Condition,Detached,6,516,No,Exterior,Multiple,3750000,41.3986,2.1253
584,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,Good Condition,Flat,3,58,No,Exterior,Floor 4,180000,41.412,2.1825
585,Barcelona,Sant Martí,El Parc I La Llacuna Del Poblenou,Good Condition,Flat,1,64,Yes,Exterior,Floor 1,400000,41.3986,2.1903
586,Barcelona,Sant Martí,El Parc I La Llacuna Del Poblenou,Good Condition,Flat,1,65,Yes,Exterior,Floor 1,400000,41.3986,2.1903
587,Barcelona,Sant Martí,El Poblenou,Good Condition,Flat,4,133,Yes,Exterior,Floor 4,990000,41.4036,2.1996
588,Barcelona,Sant Andreu,La Sagrera,Good Condition,Flat,3,82,Yes,Exterior,Floor 3,229000,41.4201,2.1851
589,Barcelona,Ciutat Vella,El Barri Gòtic,Good Condition,Penthouse,3,112,Yes,Exterior,Floor 5,790000,41.38339,2.17691
590,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,3,135,Yes,Exterior,Floor 2,639000,41.386,2.157
591,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,Duplex,3,190,Yes,Exterior,Ground Floor,890000,41.4072,2.145
592,Barcelona,Sant Martí,La Verneda I La Pau,Good Condition,Flat,3,76,Yes,Exterior,Floor 3,180000,41.424,2.203
593,Barcelona,Horta-Guinardó,El Guinardó,Good Condition,Flat,2,65,No,Exterior,Floor 2,169800,41.4195,2.1686
594,Barcelona,Horta-Guinardó,La Vall D'Hebron,Good Condition,Flat,2,80,Yes,Exterior,Floor 8,299000,41.4281,2.1423
595,Barcelona,Les Corts,La Maternitat I Sant Ramon,Good Condition,Flat,2,48,Yes,Exterior,Floor 6,199000,41.3782,2.1211
596,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,4,140,Yes,Exterior,Floor 6,599850,41.3835,2.1487
597,Barcelona,Nou Barris,Verdun,Good Condition,Flat,3,60,Yes,Interior,Floor 2,149500,41.438,2.17
598,Barcelona,Eixample,La Sagrada Família,Good Condition,Flat,4,77,Yes,Exterior,Floor 6,255000,41.4037,2.1735
599,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,1,80,Yes,Exterior,Floor 1,250000,41.3845,2.1815
600,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,3,90,Yes,Exterior,Floor 1,499000,41.3948,2.1693
601,Barcelona,Sants-Montjuïc,La Marina De Port,Good Condition,Flat,3,64,Yes,Exterior,Floor 1,220000,41.36,2.1399
602,Barcelona,Ciutat Vella,El Barri Gòtic,Good Condition,Penthouse,1,58,Yes,Exterior,Floor 3,370000,41.38339,2.17691
603,Barcelona,Les Corts,Pedralbes,Good Condition,Flat,3,271,Yes,Exterior,Floor 6,2980000,41.3903,2.1078
604,Barcelona,Sant Martí,El Poblenou,Good Condition,Flat,3,70,Yes,Exterior,Floor 6,321500,41.4036,2.1996
605,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Penthouse,3,230,Yes,Exterior,Floor 8,1980000,41.3913,2.1397
606,Barcelona,Ciutat Vella,La Barceloneta,Good Condition,Flat,2,83,Yes,Exterior,Ground Floor,390000,41.3809,2.1894
607,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Good Condition,Flat,2,50,No,Exterior,Floor 1,250000,41.3747,2.1603
608,Barcelona,Horta-Guinardó,La Teixonera,Good Condition,Flat,2,158,Yes,Exterior,Floor 3,365000,41.422,2.151
609,Barcelona,Ciutat Vella,El Barri Gòtic,Good Condition,Flat,2,92,No,Exterior,Mezzanine,380000,41.38339,2.17691
610,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,Flat,3,180,Yes,Exterior,Floor 1,885000,41.4072,2.145
611,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Good Condition,Penthouse,1,50,Yes,Exterior,Floor 4,243000,41.3747,2.1603
612,Barcelona,Sant Martí,El Poblenou,Good Condition,Flat,2,60,No,Interior,Floor 1,259999,41.4036,2.1996
613,Barcelona,Eixample,Sant Antoni,Good Condition,Penthouse,2,90,Yes,Exterior,Floor 8,590000,41.3788,2.1629
614,Barcelona,Sant Martí,El Besòs I El Maresme,Good Condition,Terraced,2,81,No,Exterior,Multiple,225000,41.4131,2.2174
615,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,Duplex,4,178,No,Exterior,Ground Floor,995000,41.4072,2.145
616,Barcelona,Les Corts,Pedralbes,Good Condition,Flat,3,106,Yes,Exterior,Floor 4,495000,41.3903,2.1078
617,Barcelona,Sants-Montjuïc,Sants,Good Condition,Flat,3,92,Yes,Exterior,Floor 3,269000,41.3833,2.15
618,Barcelona,Gràcia,La Vila De Gràcia,Good Condition,Flat,2,85,No,Exterior,Floor 3,410000,41.4032,2.1569
619,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,Penthouse,4,139,Yes,Exterior,Floor 5,790000,41.4072,2.145
620,Barcelona,Horta-Guinardó,La Teixonera,Good Condition,Flat,3,81,No,Exterior,Floor 2,199000,41.422,2.151
621,Barcelona,Sarrià-Sant Gervasi,Sarrià,Good Condition,Detached,4,201,No,Exterior,Multiple,1590000,41.3986,2.1253
622,Barcelona,Gràcia,El Camp D'En Grassot I Gràcia Nova,Good Condition,Flat,4,93,Yes,Exterior,Floor 2,340000,41.4063,2.165
623,Barcelona,Les Corts,Les Corts,Good Condition,Flat,3,71,Yes,Exterior,Floor 2,395000,41.384,2.134
624,Barcelona,Sarrià-Sant Gervasi,Vallvidrera - El Tibidabo I Les Planes,Good Condition,Detached,3,300,No,Exterior,Multiple,1295000,41.4197,2.0891
625,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,Good Condition,Penthouse,4,94,Yes,Exterior,Floor 8,515000,41.412,2.1825
626,Barcelona,Sant Martí,El Poblenou,Good Condition,Flat,3,68,Yes,Exterior,Floor 3,287000,41.4036,2.1996
627,Barcelona,Sarrià-Sant Gervasi,Sarrià,Good Condition,Flat,5,238,Yes,Exterior,Floor 1,1265000,41.3986,2.1253
628,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,7,336,Yes,Exterior,Floor 4,1150000,41.3948,2.1693
629,Barcelona,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Good Condition,Flat,3,86,Yes,Exterior,Floor 2,470000,41.4098,2.2164
630,Barcelona,Sant Martí,El Poblenou,Good Condition,Flat,2,90,No,Exterior,Ground Floor,390000,41.4036,2.1996
631,Barcelona,Horta-Guinardó,El Carmel,Good Condition,Flat,3,87,Yes,Exterior,Ground Floor,322000,41.4256,2.15496
632,Barcelona,Gràcia,La Vila De Gràcia,Good Condition,Flat,2,75,Yes,Exterior,Floor 2,365000,41.4032,2.1569
633,Barcelona,Horta-Guinardó,El Carmel,Good Condition,Flat,3,98,Yes,Exterior,Floor 2,397000,41.4256,2.15496
634,Barcelona,Eixample,Sant Antoni,Good Condition,Penthouse,4,155,Yes,Exterior,Floor 6,695000,41.3788,2.1629
635,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Penthouse,2,101,Yes,Exterior,Floor 7,780000,41.3948,2.1693
636,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,4,133,Yes,Exterior,Floor 2,539000,41.3835,2.1487
637,Barcelona,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Good Condition,Flat,3,156,Yes,Exterior,Floor 10,1050000,41.4098,2.2164
638,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,4,174,Yes,Exterior,Floor 3,850000,41.3948,2.1693
639,Barcelona,Sant Andreu,Sant Andreu,Good Condition,Flat,3,88,Yes,Exterior,Floor 7,445000,41.4354,2.1898
640,Barcelona,Sant Martí,El Poblenou,Good Condition,Terraced,3,200,No,Exterior,Multiple,1050000,41.4036,2.1996
641,Barcelona,Sant Martí,El Clot,Good Condition,Flat,2,75,Yes,Exterior,Floor 3,239000,41.40995,2.19082
642,Barcelona,Gràcia,El Coll,Good Condition,Flat,2,64,Yes,Exterior,Floor 1,239000,41.4175,2.151
643,Barcelona,Sants-Montjuïc,La Marina De Port,Good Condition,Flat,3,83,Yes,Exterior,Floor 1,200000,41.36,2.1399
644,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,Flat,5,210,Yes,Exterior,Floor 1,1090000,41.4072,2.145
645,Barcelona,Sarrià-Sant Gervasi,Sarrià,Good Condition,Detached,5,554,No,Exterior,Multiple,2975000,41.3986,2.1253
646,Barcelona,Sarrià-Sant Gervasi,Sarrià,Good Condition,Detached,5,600,No,Exterior,Multiple,1648000,41.3986,2.1253
647,Barcelona,Sant Martí,Sant Martí De Provençals,Good Condition,Flat,3,67,Yes,Exterior,Floor 5,169000,41.4202,2.1963
648,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,6,133,Yes,Exterior,Floor 2,720000,41.3835,2.1487
649,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Good Condition,Flat,5,200,Yes,Exterior,Floor 5,890000,41.3978,2.1353
650,Barcelona,Sants-Montjuïc,La Marina De Port,Good Condition,Flat,3,110,Yes,Exterior,Floor 10,360000,41.36,2.1399
651,Barcelona,Ciutat Vella,El Raval,Good Condition,Flat,2,62,Yes,Exterior,Floor 1,195000,41.3809,2.169
