ID,City,District,Neighborhood,Condition,Type,Rooms,Area_m2,Lift,Views,Floor_number,Price,Latitude,Longitude
1514,Barcelona,Sant Andreu,La Sagrera,New,Flat,3,104,Yes,Exterior,Ground Floor,523000,41.4201,2.1851
1515,Barcelona,Sant Andreu,La Sagrera,New,Flat,2,56,Yes,Exterior,Ground Floor,242000,41.4201,2.1851
1516,Barcelona,Sants-Montjuïc,Hostafrancs,New,Flat,3,109,Yes,Exterior,Ground Floor,467000,41.3753,2.1436
1517,Barcelona,Sant Martí,El Besòs I El Maresme,New,Flat,4,151,Yes,Exterior,Floor 2,833900,41.4131,2.2174
1518,Barcelona,Ciutat Vella,El Raval,New,Duplex,2,128,Yes,Exterior,Floor 5,595000,41.3809,2.169
1519,Barcelona,Nou Barris,Vilapicina I La Torre Llobeta,New,Flat,2,70,Yes,Exterior,Floor 4,377400,41.4286,2.1741
1520,Barcelona,Horta-Guinardó,La Font D'En Fargues,New,Flat,3,113,Yes,Exterior,Ground Floor,474000,41.4244,2.1655
1521,Barcelona,Horta-Guinardó,La Font D'En Fargues,New,Flat,3,121,Yes,Exterior,Floor 1,445000,41.4244,2.1655
1522,Barcelona,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,New,Flat,4,100,Yes,Exterior,Floor 6,533000,41.4098,2.2164
1523,Barcelona,Ciutat Vella,El Raval,New,Flat,2,80,Yes,Exterior,Floor 1,475000,41.3809,2.169
1524,Barcelona,Horta-Guinardó,El Guinardó,New,Duplex,3,110,Yes,Exterior,Ground Floor,395000,41.4195,2.1686
1525,Barcelona,Ciutat Vella,El Raval,New,Flat,2,71,Yes,Exterior,Floor 4,485000,41.3809,2.169
1526,Barcelona,Ciutat Vella,El Raval,New,Flat,2,71,Yes,Exterior,Floor 3,475000,41.3809,2.169
1527,Barcelona,Ciutat Vella,El Raval,New,Flat,2,150,Yes,Exterior,Ground Floor,565000,41.3809,2.169
1528,Barcelona,Ciutat Vella,El Raval,New,Flat,2,84,Yes,Exterior,Floor 1,465000,41.3809,2.169
1529,Barcelona,Horta-Guinardó,Horta,New,Flat,3,88,Yes,Exterior,Ground Floor,432500,41.4297,2.1603
1530,Barcelona,Horta-Guinardó,Horta,New,Flat,3,97,Yes,Exterior,Ground Floor,530000,41.4297,2.1603
1531,Barcelona,Horta-Guinardó,Horta,New,Flat,3,92,Yes,Exterior,Floor 1,526500,41.4297,2.1603
1532,Barcelona,Horta-Guinardó,Horta,New,Flat,3,88,Yes,Exterior,Floor 1,502500,41.4297,2.1603
1533,Barcelona,Sant Martí,El Poblenou,New,Flat,4,95,Yes,Exterior,Floor 3,499000,41.4036,2.1996
1534,Barcelona,Sant Martí,El Poblenou,New,Flat,2,66,Yes,Exterior,Floor 2,340000,41.4036,2.1996
1535,Barcelona,Sant Martí,El Poblenou,New,Flat,2,67,Yes,Exterior,Floor 1,315000,41.4036,2.1996
1536,Barcelona,Sant Andreu,El Congrés I Els Indians,New,Flat,1,51,Yes,Exterior,Floor 5,279000,41.4258,2.1806
1537,Barcelona,Ciutat Vella,El Raval,New,Flat,2,95,Yes,Exterior,Floor 2,592000,41.3809,2.169
1538,Barcelona,Ciutat Vella,El Raval,New,Flat,2,95,Yes,Exterior,Floor 2,591000,41.3809,2.169
1539,Barcelona,Ciutat Vella,El Raval,New,Flat,2,80,Yes,Exterior,Floor 2,498000,41.3809,2.169
1540,Barcelona,Ciutat Vella,El Raval,New,Flat,2,92,Yes,Exterior,Floor 2,474000,41.3809,2.169
1541,Barcelona,Ciutat Vella,El Raval,New,Flat,1,53,Yes,Exterior,Floor 2,339000,41.3809,2.169
1542,Barcelona,Ciutat Vella,El Raval,New,Flat,3,77,Yes,Exterior,Floor 1,416000,41.3809,2.169
1543,Barcelona,Ciutat Vella,El Raval,New,Flat,1,66,Yes,Exterior,Floor 1,380000,41.3809,2.169
1544,Barcelona,Ciutat Vella,El Raval,New,Flat,1,51,Yes,Exterior,Floor 1,322000,41.3809,2.169
1545,Barcelona,Ciutat Vella,El Raval,New,Flat,2,100,Yes,Exterior,Ground Floor,481000,41.3809,2.169
1546,Barcelona,Sant Martí,Provençals Del Poblenou,New,Duplex,2,148,Yes,Exterior,Ground Floor,698000,41.4078,2.204
1547,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,2,85,Yes,Exterior,Floor 5,565000,41.39,2.2
1548,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,2,85,Yes,Exterior,Floor 2,535000,41.39,2.2
1549,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,2,110,Yes,Exterior,Floor 3,634000,41.39,2.2
1550,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,2,110,Yes,Exterior,Floor 4,644000,41.39,2.2
1551,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,2,87,Yes,Exterior,Floor 1,520000,41.39,2.2
1552,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,2,85,Yes,Exterior,Floor 4,555000,41.39,2.2
1553,Barcelona,Sants-Montjuïc,Sants - Badal,New,Flat,2,69,Yes,Exterior,Floor 3,343000,41.3718,2.1227
1554,Barcelona,Sants-Montjuïc,Sants - Badal,New,Flat,2,88,Yes,Exterior,Floor 2,399000,41.3718,2.1227
1555,Barcelona,Sants-Montjuïc,Sants - Badal,New,Duplex,3,115,Yes,Exterior,Ground Floor,489000,41.3718,2.1227
1556,Barcelona,Sants-Montjuïc,Sants - Badal,New,Flat,2,81,Yes,Exterior,Floor 1,375000,41.3718,2.1227
1557,Barcelona,Sants-Montjuïc,Sants - Badal,New,Flat,2,81,Yes,Exterior,Floor 3,389000,41.3718,2.1227
1558,Barcelona,Sants-Montjuïc,Sants - Badal,New,Duplex,4,128,Yes,Exterior,Ground Floor,545000,41.3718,2.1227
1559,Barcelona,Sants-Montjuïc,Sants - Badal,New,Flat,2,81,Yes,Exterior,Floor 2,382000,41.3718,2.1227
1560,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,2,75,Yes,Exterior,Floor 4,510000,41.3948,2.1693
1561,Barcelona,Eixample,La Dreta De L'Eixample,New,Penthouse,2,75,Yes,Exterior,Floor 5,655000,41.3948,2.1693
1562,Barcelona,Eixample,La Dreta De L'Eixample,New,Penthouse,2,75,Yes,Exterior,Floor 5,650000,41.3948,2.1693
1563,Barcelona,Eixample,La Sagrada Família,New,Flat,3,97,Yes,Exterior,Floor 3,550000,41.4037,2.1735
1564,Barcelona,Eixample,La Sagrada Família,New,Flat,3,97,Yes,Exterior,Floor 2,540000,41.4037,2.1735
1565,Barcelona,Eixample,La Sagrada Família,New,Flat,2,68,Yes,Exterior,Floor 1,380000,41.4037,2.1735
1566,Barcelona,Horta-Guinardó,El Carmel,New,Flat,3,81,Yes,Exterior,Floor 1,310000,41.4256,2.15496
1567,Barcelona,Ciutat Vella,El Barri Gòtic,New,Penthouse,4,215,Yes,Exterior,Floor 4,1690000,41.38339,2.17691
1568,Barcelona,Ciutat Vella,El Barri Gòtic,New,Flat,2,106,Yes,Exterior,Floor 2,790000,41.38339,2.17691
1569,Barcelona,Les Corts,Les Corts,New,Flat,2,95,Yes,Exterior,Floor 2,550000,41.384,2.134
1570,Barcelona,Sants-Montjuïc,Sants,New,Flat,2,60,Yes,Exterior,Floor 4,375000,41.3833,2.15
1571,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,New,Penthouse,4,150,Yes,Exterior,Floor 2,1150000,41.3913,2.1397
1572,Barcelona,Eixample,La Sagrada Família,New,Flat,2,60,Yes,Exterior,Floor 3,400000,41.4037,2.1735
1573,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,New,Flat,1,58,Yes,Exterior,Floor 1,385000,41.4072,2.145
1574,Barcelona,Sants-Montjuïc,Sants,New,Flat,3,83,Yes,Exterior,Floor 1,437000,41.3833,2.15
1575,Barcelona,Sants-Montjuïc,Sants,New,Flat,2,60,Yes,Exterior,Floor 1,325000,41.3833,2.15
1576,Barcelona,Sants-Montjuïc,Sants,New,Flat,3,78,Yes,Exterior,Ground Floor,360000,41.3833,2.15
1577,Barcelona,Sants-Montjuïc,Sants,New,Flat,2,60,Yes,Exterior,Floor 2,337000,41.3833,2.15
1578,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,2,100,Yes,Exterior,Floor 5,720000,41.3948,2.1693
1579,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,1,70,Yes,Exterior,Floor 2,465000,41.3948,2.1693
1580,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,1,64,Yes,Exterior,Floor 2,425000,41.3948,2.1693
1581,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,1,66,Yes,Exterior,Floor 1,430000,41.3948,2.1693
1582,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,1,59,Yes,Exterior,Floor 1,385000,41.3948,2.1693
1583,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,1,94,Yes,Exterior,Mezzanine,600000,41.3948,2.1693
1584,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,1,86,Yes,Exterior,Mezzanine,545000,41.3948,2.1693
1585,Barcelona,Eixample,La Nova Esquerra De L'Eixample,New,Flat,3,95,Yes,Exterior,Floor 4,565000,41.3835,2.1487
1586,Barcelona,Eixample,La Nova Esquerra De L'Eixample,New,Flat,2,81,Yes,Exterior,Floor 1,595000,41.3835,2.1487
1587,Barcelona,Eixample,La Nova Esquerra De L'Eixample,New,Flat,3,89,Yes,Exterior,Floor 2,530000,41.3835,2.1487
1588,Barcelona,Eixample,La Nova Esquerra De L'Eixample,New,Flat,3,89,Yes,Exterior,Floor 3,540000,41.3835,2.1487
1589,Barcelona,Eixample,La Nova Esquerra De L'Eixample,New,Flat,2,72,Yes,Exterior,Floor 1,580000,41.3835,2.1487
1590,Barcelona,Sant Martí,El Clot,New,Flat,2,65,Yes,Exterior,Floor 3,415000,41.40995,2.19082
1591,Barcelona,Sant Martí,El Clot,New,Flat,2,62,Yes,Exterior,Floor 1,350000,41.40995,2.19082
1592,Barcelona,Sant Martí,El Clot,New,Flat,2,72,Yes,Exterior,Floor 4,475000,41.40995,2.19082
1593,Barcelona,Sant Martí,El Clot,New,Flat,2,72,Yes,Exterior,Floor 3,415000,41.40995,2.19082
1594,Barcelona,Sant Martí,El Clot,New,Flat,2,62,Yes,Exterior,Floor 2,375000,41.40995,2.19082
1595,Barcelona,Sant Martí,El Clot,New,Flat,2,65,Yes,Exterior,Floor 4,395000,41.40995,2.19082
1596,Barcelona,Sant Martí,El Clot,New,Flat,3,80,Yes,Exterior,Floor 2,425000,41.40995,2.19082
1597,Barcelona,Sant Martí,El Clot,New,Flat,3,103,Yes,Exterior,Floor 1,470000,41.40995,2.19082
1598,Barcelona,Sant Martí,El Clot,New,Flat,3,104,Yes,Exterior,Floor 2,496128,41.40995,2.19082
1599,Barcelona,Sant Martí,El Clot,New,Duplex,2,81,Yes,Exterior,Floor 2,365000,41.40995,2.19082
1600,Barcelona,Sant Martí,El Clot,New,Flat,4,112,Yes,Exterior,Floor 3,594448,41.40995,2.19082
1601,Barcelona,Sant Martí,El Clot,New,Duplex,2,76,Yes,Exterior,Floor 2,360000,41.40995,2.19082
1602,Barcelona,Sant Martí,El Clot,New,Flat,1,70,Yes,Exterior,Ground Floor,268000,41.40995,2.19082
1603,Barcelona,Eixample,La Sagrada Família,New,Flat,2,101,Yes,Exterior,Floor 2,530000,41.4037,2.1735
1604,Barcelona,Les Corts,Les Corts,New,Duplex,2,100,Yes,Exterior,Floor 1,670000,41.384,2.134
1605,Barcelona,Les Corts,Les Corts,New,Duplex,2,76,Yes,Exterior,Floor 1,550000,41.384,2.134
1606,Barcelona,Les Corts,Les Corts,New,Duplex,2,73,Yes,Exterior,Floor 5,715000,41.384,2.134
1607,Barcelona,Les Corts,Les Corts,New,Duplex,2,71,Yes,Exterior,Floor 1,530500,41.384,2.134
1608,Barcelona,Les Corts,Les Corts,New,Flat,2,65,Yes,Exterior,Floor 5,692000,41.384,2.134
1609,Barcelona,Les Corts,Les Corts,New,Duplex,2,115,Yes,Exterior,Floor 5,1600000,41.384,2.134
1610,Barcelona,Les Corts,Les Corts,New,Flat,2,71,Yes,Exterior,Floor 2,550000,41.384,2.134
1611,Barcelona,Les Corts,Les Corts,New,Flat,2,102,Yes,Exterior,Floor 1,683000,41.384,2.134
1612,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,2,109,Yes,Exterior,Mezzanine,695000,41.3948,2.1693
1613,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,2,101,Yes,Exterior,Floor 3,695000,41.3948,2.1693
1614,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,1,71,Yes,Exterior,Floor 4,505000,41.3948,2.1693
1615,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,2,100,Yes,Exterior,Floor 1,660000,41.3948,2.1693
1616,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,1,71,Yes,Exterior,Floor 5,520000,41.3948,2.1693
1617,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,2,101,Yes,Exterior,Floor 4,715000,41.3948,2.1693
1618,Barcelona,Eixample,La Dreta De L'Eixample,New,Flat,1,71,Yes,Exterior,Floor 3,485000,41.3948,2.1693
1619,Barcelona,Gràcia,La Salut,New,Duplex,2,97,Yes,Exterior,Ground Floor,510000,41.414,2.158
1620,Barcelona,Gràcia,La Salut,New,Duplex,1,75,Yes,Exterior,Ground Floor,350000,41.414,2.158
1621,Barcelona,Sants-Montjuïc,Sants - Badal,New,Flat,2,88,Yes,Exterior,Floor 1,394000,41.3718,2.1227
1622,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,New,Flat,2,84,Yes,Exterior,Floor 2,545000,41.4072,2.145
1623,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,New,Flat,2,84,Yes,Exterior,Mezzanine,530000,41.4072,2.145
1624,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,New,Flat,2,82,Yes,Exterior,Mezzanine,510000,41.4072,2.145
1625,Barcelona,Eixample,La Sagrada Família,New,Flat,3,120,Yes,Exterior,Floor 2,628000,41.4037,2.1735
1626,Barcelona,Eixample,La Sagrada Família,New,Flat,3,120,Yes,Exterior,Floor 5,675000,41.4037,2.1735
1627,Barcelona,Eixample,La Sagrada Família,New,Flat,3,120,Yes,Exterior,Floor 4,660000,41.4037,2.1735
1628,Barcelona,Eixample,La Sagrada Família,New,Flat,3,120,Yes,Exterior,Floor 3,640000,41.4037,2.1735
1629,Barcelona,Gràcia,Vallcarca I Els Penitents,New,Flat,3,120,Yes,Exterior,Floor 2,495000,41.407,2.141
1630,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,New,Penthouse,2,56,Yes,Exterior,Floor 4,326000,41.412,2.1825
1631,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,New,Flat,4,101,Yes,Exterior,Ground Floor,545000,41.412,2.1825
1632,Barcelona,Sant Andreu,El Congrés I Els Indians,New,Penthouse,2,84,Yes,Exterior,Floor 4,430000,41.4258,2.1806
1633,Barcelona,Sant Andreu,El Congrés I Els Indians,New,Flat,2,84,Yes,Exterior,Floor 3,360000,41.4258,2.1806
1634,Barcelona,Sant Andreu,El Congrés I Els Indians,New,Flat,2,84,Yes,Exterior,Floor 1,340000,41.4258,2.1806
1635,Barcelona,Sant Andreu,El Congrés I Els Indians,New,Duplex,3,118,Yes,Exterior,Ground Floor,480000,41.4258,2.1806
1636,Barcelona,Sant Martí,El Poblenou,New,Flat,3,96,Yes,Exterior,Floor 1,535000,41.4036,2.1996
1637,Barcelona,Sant Martí,El Poblenou,New,Flat,3,96,Yes,Exterior,Floor 4,570000,41.4036,2.1996
1638,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,3,94,Yes,Exterior,Floor 4,537500,41.39,2.2
1639,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,2,73,Yes,Exterior,Floor 2,387125,41.39,2.2
1640,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,1,66,Yes,Exterior,Floor 3,390000,41.39,2.2
1641,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,2,73,Yes,Exterior,Floor 1,375250,41.39,2.2
1642,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,3,94,Yes,Exterior,Floor 5,555000,41.39,2.2
1643,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,1,66,Yes,Exterior,Floor 1,349125,41.39,2.2
1644,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,1,66,Yes,Exterior,Floor 2,358125,41.39,2.2
1645,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,2,73,Yes,Exterior,Floor 3,420000,41.39,2.2
1646,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,1,66,Yes,Exterior,Floor 5,415000,41.39,2.2
1647,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,3,94,Yes,Exterior,Floor 2,482125,41.39,2.2
1648,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,New,Flat,3,94,Yes,Exterior,Floor 1,473575,41.39,2.2
1649,Barcelona,Horta-Guinardó,El Guinardó,New,Flat,3,98,Yes,Exterior,Floor 1,398500,41.4195,2.1686
1650,Barcelona,Horta-Guinardó,El Guinardó,New,Duplex,1,103,Yes,Exterior,Ground Floor,262000,41.4195,2.1686
1651,Barcelona,Horta-Guinardó,El Guinardó,New,Flat,2,83,Yes,Exterior,Floor 1,351500,41.4195,2.1686
1652,Barcelona,Sant Martí,El Parc I La Llacuna Del Poblenou,New,Flat,4,158,Yes,Exterior,Floor 1,685500,41.3986,2.1903
1653,Barcelona,Sant Martí,El Parc I La Llacuna Del Poblenou,New,Flat,3,94,Yes,Exterior,Floor 1,474000,41.3986,2.1903
1654,Barcelona,Sant Martí,El Parc I La Llacuna Del Poblenou,New,Flat,2,67,Yes,Exterior,Floor 1,342000,41.3986,2.1903
1655,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,New,Flat,3,105,Yes,Exterior,Floor 4,1280000,41.4072,2.145
1656,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,New,Flat,2,62,Yes,Exterior,Floor 3,583000,41.4072,2.145
1657,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,New,Flat,2,63,Yes,Exterior,Floor 2,561000,41.4072,2.145
1658,Barcelona,Sant Martí,El Clot,New,Flat,3,101,Yes,Exterior,Floor 1,459000,41.40995,2.19082
1659,Barcelona,Sant Martí,El Clot,New,Flat,2,92,Yes,Exterior,Floor 1,399000,41.40995,2.19082
1660,Barcelona,Sant Martí,El Clot,New,Flat,4,130,Yes,Exterior,Floor 1,570000,41.40995,2.19082
1661,Barcelona,Ciutat Vella,El Raval,New,Flat,1,58,Yes,Exterior,Floor 1,339000,41.3809,2.169
1662,Barcelona,Ciutat Vella,El Raval,New,Flat,2,60,Yes,Exterior,Floor 1,364000,41.3809,2.169
1663,Barcelona,Ciutat Vella,El Raval,New,Flat,1,86,Yes,Exterior,Ground Floor,462000,41.3809,2.169
1664,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,New,Penthouse,2,57,Yes,Exterior,Floor 8,795000,41.3913,2.1397
1665,Barcelona,Les Corts,Les Corts,New,Flat,2,185,Yes,Exterior,Floor 5,1600000,41.384,2.134
1666,Barcelona,Les Corts,Les Corts,New,Flat,2,99,Yes,Exterior,Floor 5,715000,41.384,2.134
1667,Barcelona,Gràcia,La Salut,New,Flat,2,72,Yes,Exterior,Floor 4,520000,41.414,2.158
1668,Barcelona,Gràcia,La Salut,New,Flat,2,72,Yes,Exterior,Floor 3,495000,41.414,2.158
1669,Barcelona,Gràcia,La Salut,New,Flat,3,94,Yes,Exterior,Floor 4,630000,41.414,2.158
1670,Barcelona,Gràcia,La Salut,New,Flat,1,51,Yes,Exterior,Floor 1,322000,41.414,2.158
1671,Barcelona,Gràcia,La Salut,New,Flat,3,94,Yes,Exterior,Floor 3,615000,41.414,2.158
1672,Barcelona,Gràcia,La Salut,New,Flat,1,61,Yes,Exterior,Floor 1,350000,41.414,2.158
1673,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,New,Flat,2,64,Yes,Exterior,Floor 2,435200,41.386,2.157
1674,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,New,Flat,1,55,Yes,Exterior,Floor 4,378000,41.386,2.157
1675,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,New,Flat,2,64,Yes,Exterior,Floor 3,448000,41.386,2.157
1676,Barcelona,Horta-Guinardó,La Teixonera,New,Flat,2,53,Yes,Exterior,Floor 2,255697,41.422,2.151
1677,Barcelona,Horta-Guinardó,La Teixonera,New,Flat,2,53,Yes,Exterior,Floor 3,255697,41.422,2.151
1678,Barcelona,Horta-Guinardó,La Teixonera,New,Flat,2,53,Yes,Exterior,Floor 1,241815,41.422,2.151
1679,Barcelona,Horta-Guinardó,La Teixonera,New,Flat,2,53,Yes,Exterior,Floor 2,247633,41.422,2.151
1680,Barcelona,Horta-Guinardó,La Teixonera,New,Flat,2,53,Yes,Exterior,Floor 3,246467,41.422,2.151
1681,Barcelona,Eixample,Sant Antoni,New,Flat,3,95,Yes,Exterior,Floor 4,565000,41.3788,2.1629
1682,Barcelona,Eixample,Sant Antoni,New,Flat,2,81,Yes,Exterior,Floor 1,595000,41.3788,2.1629
1683,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,New,Flat,2,85,Yes,Exterior,Floor 1,470000,41.3747,2.1603
1684,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,New,Penthouse,2,100,Yes,Exterior,Floor 2,595000,41.3747,2.1603
1685,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,New,Flat,2,86,Yes,Exterior,Ground Floor,425000,41.3747,2.1603
1686,Barcelona,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,New,Flat,2,78,Yes,Exterior,Ground Floor,420000,41.4098,2.2164
1687,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,New,Penthouse,2,57,Yes,Exterior,Floor 4,296000,41.412,2.1825
1688,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,New,Penthouse,1,46,Yes,Exterior,Floor 4,264000,41.412,2.1825
1689,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,New,Flat,2,48,Yes,Exterior,Ground Floor,265000,41.412,2.1825
1690,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,New,Flat,2,55,Yes,Exterior,Floor 1,256000,41.412,2.1825
1691,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,New,Flat,2,53,Yes,Exterior,Ground Floor,280000,41.412,2.1825
1692,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,New,Flat,2,77,Yes,Exterior,Ground Floor,295000,41.412,2.1825
1693,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,New,Flat,3,68,Yes,Exterior,Floor 2,315000,41.412,2.1825
1694,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,New,Flat,4,99,Yes,Exterior,Floor 3,620000,41.412,2.1825
1695,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,New,Flat,2,62,Yes,Exterior,Floor 3,440000,41.3845,2.1815
1696,Barcelona,Horta-Guinardó,El Guinardó,New,Flat,3,81,Yes,Exterior,Floor 1,395000,41.4195,2.1686
1697,Barcelona,Horta-Guinardó,El Guinardó,New,Flat,3,78,Yes,Exterior,Floor 2,370000,41.4195,2.1686
1698,Barcelona,Horta-Guinardó,El Guinardó,New,Flat,3,78,Yes,Exterior,Floor 1,360000,41.4195,2.1686
1699,Barcelona,Les Corts,Les Corts,New,Flat,3,122,Yes,Exterior,Floor 2,620000,41.384,2.134
1700,Barcelona,Les Corts,Les Corts,New,Flat,3,190,Yes,Exterior,Floor 4,750000,41.384,2.134
1701,Barcelona,Les Corts,Les Corts,New,Duplex,2,159,Yes,Exterior,Ground Floor,560000,41.384,2.134
1702,Barcelona,Les Corts,Les Corts,New,Flat,3,114,Yes,Exterior,Floor 3,620000,41.384,2.134
1703,Barcelona,Les Corts,Les Corts,New,Flat,3,122,Yes,Exterior,Floor 3,650000,41.384,2.134
1704,Barcelona,Les Corts,Les Corts,New,Flat,3,122,Yes,Exterior,Floor 1,590000,41.384,2.134
1705,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,New,Duplex,3,131,Yes,Exterior,Floor 1,830000,41.3845,2.1815
1706,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,New,Flat,3,113,Yes,Exterior,Floor 5,1325000,41.386,2.157
1707,Barcelona,Sant Andreu,La Sagrera,New,Flat,3,85,Yes,Exterior,Floor 2,395000,41.4201,2.1851
1708,Barcelona,Sant Andreu,La Sagrera,New,Flat,3,84,Yes,Exterior,Floor 1,385000,41.4201,2.1851
1709,Barcelona,Sant Andreu,La Sagrera,New,Duplex,4,128,Yes,Exterior,Ground Floor,580000,41.4201,2.1851
1710,Barcelona,Sant Andreu,La Sagrera,New,Flat,3,84,Yes,Exterior,Floor 1,390000,41.4201,2.1851
1711,Barcelona,Horta-Guinardó,Horta,New,Flat,3,113,Yes,Exterior,Ground Floor,285000,41.4297,2.1603
1712,Barcelona,Sant Martí,El Poblenou,New,Flat,3,99,Yes,Exterior,Floor 2,643496,41.4036,2.1996
1713,Barcelona,Sant Martí,El Poblenou,New,Flat,3,118,Yes,Exterior,Floor 1,680434,41.4036,2.1996
1714,Barcelona,Sant Martí,El Poblenou,New,Flat,3,109,Yes,Exterior,Floor 1,527258,41.4036,2.1996
1715,Barcelona,Sant Martí,El Poblenou,New,Flat,3,112,Yes,Exterior,Ground Floor,695610,41.4036,2.1996
1716,Barcelona,Sant Martí,El Poblenou,New,Flat,2,62,Yes,Exterior,Floor 3,413729,41.4036,2.1996
1717,Barcelona,Sant Martí,El Poblenou,New,Flat,2,68,Yes,Exterior,Floor 2,409877,41.4036,2.1996
1718,Barcelona,Sant Martí,El Poblenou,New,Flat,3,85,Yes,Exterior,Floor 4,545713,41.4036,2.1996
1719,Barcelona,Sant Martí,El Poblenou,New,Flat,2,62,Yes,Exterior,Floor 1,560204,41.4036,2.1996
1720,Barcelona,Sant Martí,El Poblenou,New,Flat,2,62,Yes,Exterior,Floor 4,429209,41.4036,2.1996
1721,Barcelona,Sant Martí,El Poblenou,New,Flat,2,62,Yes,Exterior,Floor 1,387537,41.4036,2.1996
1722,Barcelona,Sarrià-Sant Gervasi,Sarrià,New,Detached,5,572,No,Exterior,Multiple,2985000,41.3986,2.1253
1723,Barcelona,Gràcia,La Vila De Gràcia,New,Flat,3,97,Yes,Exterior,Floor 3,506000,41.4032,2.1569
1724,Barcelona,Gràcia,La Vila De Gràcia,New,Flat,3,92,Yes,Exterior,Floor 2,453000,41.4032,2.1569
1725,Barcelona,Gràcia,La Vila De Gràcia,New,Flat,3,97,Yes,Exterior,Floor 4,523000,41.4032,2.1569
1726,Barcelona,Gràcia,La Vila De Gràcia,New,Duplex,3,175,Yes,Exterior,Ground Floor,826000,41.4032,2.1569
1727,Barcelona,Horta-Guinardó,La Font D'En Fargues,New,Flat,2,76,Yes,Exterior,Floor 1,282000,41.4244,2.1655
1728,Barcelona,Sants-Montjuïc,La Marina De Port,New,Flat,3,89,Yes,Exterior,Floor 2,285000,41.36,2.1399
1729,Barcelona,Sants-Montjuïc,La Marina De Port,New,Flat,2,70,Yes,Exterior,Floor 1,245000,41.36,2.1399
